Thumbnail,ID,Name,SKU,Price,Qty,Visibility,Status,"Special Price",Color,"Shipping Group",Type,Height,"SKU for Parent Description and Specs",Categories,Action
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/1/0/10_20150129-oscarpresident-94.jpg"" alt="""" width=""70"" height=""70"" /></a>",2150,"Dunhill Chair",T-7181-BLACK,$800.00,6,"Catalog, Search",Enabled,,Black,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs/Dunhill Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2150/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/4/_/4_7_6_4_20150129-oscarpresident-81.jpg"" alt="""" width=""70"" height=""70"" /></a>",2149,"Olsen Chair",Y-5240-1-YELLOW,"$1,150.00",3,"Catalog, Search",Enabled,,Saddle,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs/Olsen Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2149/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/8/_/8_20150129-oscarpresident-92_1.jpg"" alt="""" width=""70"" height=""70"" /></a>",2143,"Haraboro Club Chair",703-YELLOW,$800.00,6,"Catalog, Search",Enabled,,Caramel,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs/Haraboro Club Chair</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2143/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/0/20150227-15_octanebarstool_black_1_sides.jpg"" alt="""" width=""70"" height=""70"" /></a>",2139,"Octane Bar Stool",MS-888-H75-ST-PANTONE2766,$155.00,98,"Catalog, Search",Enabled,,Indigo,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Octane Stool</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Stools</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2139/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/1/0/10_20150127-cricket_orangeonwhite_angle_1_copy_side.jpg"" alt="""" width=""70"" height=""70"" /></a>",2138,"Cricket Lounge Chair",FA-1028L-WHITE/H1416,$250.00,8,"Catalog, Search",Enabled,,Orange,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs/Cricket Lounge Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2138/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/8/_/8_20150127-cricket_blackonblue_angle_1_copy_side.jpg"" alt="""" width=""70"" height=""70"" /></a>",2137,"Cricket Lounge Chair",FA-1028L-PANTONE2766/H1410,$250.00,10,"Catalog, Search",Enabled,,Indigo,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs/Cricket Lounge Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2137/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/1/0/10_20150128-cricketsofa_blackonblack_front_1.jpg"" alt="""" width=""70"" height=""70"" /></a>",2136,"Cricket Sofa",FA-1028L-SF2-BLACK/H1414,$375.00,5,"Catalog, Search",Enabled,,Black,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Sofas</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Sofas</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2136/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/8/_/8_20150128-cricketsofa_latteonblack_front_1.jpg"" alt="""" width=""70"" height=""70"" /></a>",2135,"Cricket Sofa",FA-1028L-SF2-BLACK/H1413,$375.00,5,"Catalog, Search",Disabled,,Tan,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Sofas</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Sofas</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2135/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/7/_/7_20150128-cricketsofa_sage_front_1.jpg"" alt="""" width=""70"" height=""70"" /></a>",2134,"Cricket Sofa",FA-1028L-SF2-WHITE/H1412,$375.00,4,"Catalog, Search",Enabled,,Moss,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Sofas</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Sofas</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2134/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/1/6/16_20150128-cricketsofa_orangeonblack_front_1_1.jpg"" alt="""" width=""70"" height=""70"" /></a>",2133,"Cricket Sofa",FA-1028L-SF2-PANTONE2766/H1416,$375.00,5,"Catalog, Search",Enabled,,Orange,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Sofas</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Sofas</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2133/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/6/_/6__20150127-bloomstool_sageonwhite_walnutoncopper_1_copy.jpg"" alt="""" width=""70"" height=""70"" /></a>",2131,"Bloom Stool",FA-3022-WHITE/H1412,$99.00,20,"Catalog, Search",Enabled,,Moss,,"Simple Product",Table,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Bloom Stool</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2131/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/9/_/9_20150127-cricket_green_2_copy_side.jpg"" alt="""" width=""70"" height=""70"" /></a>",2126,"Cricket Lounge Chair",FA-1028L-BLACK/H1412,$250.00,10,"Catalog, Search",Enabled,,Moss,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs/Cricket Lounge Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2126/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/4/24_3_.jpg"" alt="""" width=""70"" height=""70"" /></a>",2123,"Helix Bar Stool",FA-3023-2-GUNMETAL/WALNUT,$175.00,201,"Catalog, Search",Enabled,,Gunmetal,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Helix Stool</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Stools</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2123/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/5/_/5_20150127-chair_278_copy.jpg"" alt="""" width=""70"" height=""70"" /></a>",2122,"Bloom Stool",FA-3022-BLACK/H1414,$99.00,20,"Catalog, Search",Enabled,,Black,,"Simple Product",Table,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Bloom Stool</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2122/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/3/_/3_20150130-cricketdiningchair_blueonblue_angle_1_sides.jpg"" alt="""" width=""70"" height=""70"" /></a>",2121,"Cricket Chair",FA-1028-PANTONE2766/H1409,$145.00,48,"Catalog, Search",Enabled,,Indigo,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs/Cricket Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2121/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/7/_/7__20150127-cricket_blackonblack_angle_1_copy_side.jpg"" alt="""" width=""70"" height=""70"" /></a>",2120,"Cricket Lounge Chair",FA-1028L-BLACK/H1414,$250.00,10,"Catalog, Search",Enabled,,Black,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs/Cricket Lounge Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2120/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/1/_/1_20150128-angle_gemcocktailtable_marbleonblack_1.jpg"" alt="""" width=""70"" height=""70"" /></a>",2117,"Facet Table",FA-6021-BLACK/WHITEMARBLE,$350.00,3,"Catalog, Search",Enabled,,Black,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables/Coffee Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Tables</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2117/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/_/2_20150128-angle_gemcocktailtable_marbleoncopper_1.jpg"" alt="""" width=""70"" height=""70"" /></a>",2116,"Facet Table",FA-6021-ROSEGOLD/WHITEMARBLE,$399.00,3,"Catalog, Search",Enabled,,"Rose Gold",,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables/Coffee Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Tables</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2116/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/5/_/5_20150128-front_birdcagecocktailtable_marbleonblack_1.jpg"" alt="""" width=""70"" height=""70"" /></a>",2115,"St. Clair Table",FA-6020-4-BLACK/WHITEMARBLE,$700.00,4,"Catalog, Search",Enabled,,Black,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables/Coffee Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Tables</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2115/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/6/_/6_20150128-birdcagecocktailtable_marbleoncopper_3_1.jpg"" alt="""" width=""70"" height=""70"" /></a>",2114,"St. Clair Table",FA-6020-4-ROSEGOLD/WHITEMARBLE,$750.00,5,"Catalog, Search",Enabled,,"Rose Gold",,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables/Coffee Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Tables</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2114/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/_/2__2_20150127-chair_301_copy.jpg"" alt="""" width=""70"" height=""70"" /></a>",2112,"St. Clair Side Table",FA-6020-2-ROSEGOLD/WHITEMARBLE,$195.00,2,"Catalog, Search",Enabled,,"Rose Gold",,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables/Side Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Tables</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2112/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/4/_/4_20150128-front_birdcagecocktailtable_walnutonblack_1_1.jpg"" alt="""" width=""70"" height=""70"" /></a>",2111,"St. Clair Table",FA-6020-3-BLACK/WALNUT,$575.00,5,"Catalog, Search",Enabled,,Black,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables/Coffee Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Tables</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2111/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/3/_/3_20150128-front_birdcagecocktailtable_walnutoncopper_1.jpg"" alt="""" width=""70"" height=""70"" /></a>",2110,"St. Clair Table",FA-6020-3-ROSEGOLD/WALNUT,$625.00,3,"Catalog, Search",Enabled,,"Rose Gold",,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables/Coffee Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Tables</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2110/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/3/_/3_20150127-chair_305_copy_1.jpg"" alt="""" width=""70"" height=""70"" /></a>",2109,"St. Clair Side Table",FA-6020-1-BLACK/WALNUT,$175.00,4,"Catalog, Search",Enabled,,Black,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables/Side Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Tables</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2109/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/4/_/4_20150127-chair_304_copy.jpg"" alt="""" width=""70"" height=""70"" /></a>",2108,"St. Clair Side Table",FA-6020-1-ROSEGOLD/WALNUT,$185.00,5,"Catalog, Search",Enabled,,"Rose Gold",,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables/Side Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Tables</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2108/"">Edit</a>"
